,loja,2022-04-10,2022-04-17,2022-04-24,2022-05-01,2022-05-08,2022-05-15,2022-05-22,2022-05-29,MAPE
0,brasil_ce_51,65,66,38,46,70,77,61,106,1.99
1,brasil_pb_3,284,250,253,198,285,192,202,174,1.33
2,brasil_pi_41,115,103,47,71,79,56,57,68,7.48
3,brasil_rr_29,70,45,49,50,35,46,40,35,6.38
4,brasil_sp_171,46,47,60,27,27,24,10,9,13.05
5,brasil_sp_192,363,279,207,339,296,244,222,261,10.52
